EVENT TYPE,TIMESTAMP,DURATION,SESSION ID,TRANSACTION ID,DATASTORE,CONTEXT,TRACE ID,SUBSYSTEM,PHASE,SERVICE,SERVICE PHASE,COMMIT QUEUE ID,NODE,DEVICE,DEVICE PHASE,PACKAGE,MESSAGE,ANNOTATION
info,2023-04-24T17:59:00.291980,,257,9874,running,cli,,,,,,,,,,,"releasing transaction lock",
stop,2023-04-24T17:59:00.292152,0.025708,257,9874,running,cli,,,commit,,,,,,,,"commit",
stop,2023-04-24T17:59:00.292236,0.093456,257,9874,running,cli,,,,,,,,,,,"applying transaction",
info,2023-04-24T17:59:00.302132,,257,9874,running,cli,,,,,,,,ios91,,,"releasing device lock",
stop,2023-04-24T17:59:00.302667,90.645378,257,9874,running,cli,,,,,,,,ios91,,,"sync-from",
start,2023-04-24T17:59:00.304413,,257,9865,running,cli,,,,,,,,,,,"applying transaction",
start,2023-04-24T17:59:00.304534,,257,9865,running,cli,,,validate,,,,,,,,"validate",
start,2023-04-24T17:59:00.304666,,257,9865,running,cli,,,,,,,,,,,"grabbing transaction lock",
stop,2023-04-24T17:59:00.304887,0.000221,257,9865,running,cli,,,,,,,,,,,"grabbing transaction lock",
start,2023-04-24T17:59:00.305013,,257,9865,running,cli,,,,,,,,,,,"check and resolve conflicts",
stop,2023-04-24T17:59:00.306106,0.001093,257,9865,running,cli,,,,,,,,,,,"check and resolve conflicts",
start,2023-04-24T17:59:00.308214,,257,9865,running,cli,,,,,,,,,,,"creating rollback file",
stop,2023-04-24T17:59:00.315137,1.062144,257,9870,running,cli,,,,,,,,ios87,show,cisco-ios-cli-6.77,"populating cdb",
stop,2023-04-24T17:59:00.316268,29.516286,257,9870,running,cli,,,,,,,,ios87,show,,"show",
stop,2023-04-24T17:59:00.330634,0.022420,257,9865,running,cli,,,,,,,,,,,"creating rollback file",
start,2023-04-24T17:59:00.331037,,257,9865,running,cli,,,,,,,,,,,"run transforms and transaction hooks",
stop,2023-04-24T17:59:00.341108,0.010071,257,9865,running,cli,,,,,,,,,,,"run transforms and transaction hooks",
start,2023-04-24T17:59:00.341224,,257,9865,running,cli,,,,,,,,,,,"mark inactive",
stop,2023-04-24T17:59:00.343712,1.071977,257,9891,running,cli,,,,,,,,ios95,show,cisco-ios-cli-6.77,"populating cdb",
stop,2023-04-24T17:59:00.344647,29.547252,257,9891,running,cli,,,,,,,,ios95,show,,"show",
stop,2023-04-24T17:59:00.347138,0.005914,257,9865,running,cli,,,,,,,,,,,"mark inactive",
start,2023-04-24T17:59:00.347469,,257,9865,running,cli,,,,,,,,,,,"pre validate",
stop,2023-04-24T17:59:00.349629,0.002160,257,9865,running,cli,,,,,,,,,,,"pre validate",
start,2023-04-24T17:59:00.349718,,257,9865,running,cli,,,,,,,,,,,"run validation over the changeset",
stop,2023-04-24T17:59:00.351209,0.001491,257,9865,running,cli,,,,,,,,,,,"run validation over the changeset",
start,2023-04-24T17:59:00.351295,,257,9865,running,cli,,,,,,,,,,,"run dependency-triggered validation",
stop,2023-04-24T17:59:00.352206,0.000911,257,9865,running,cli,,,,,,,,,,,"run dependency-triggered validation",
start,2023-04-24T17:59:00.352321,,257,9865,running,cli,,,,,,,,,,,"check configuration policies",
stop,2023-04-24T17:59:00.352559,0.000238,257,9865,running,cli,,,,,,,,,,,"check configuration policies",
stop,2023-04-24T17:59:00.352707,0.048173,257,9865,running,cli,,,validate,,,,,,,,"validate",
start,2023-04-24T17:59:00.352769,,257,9865,running,cli,,,write-start,,,,,,,,"write-start",
info,2023-04-24T17:59:00.352835,,257,9865,running,cli,,cdb,write-start,,,,,,,,"write-start",
info,2023-04-24T17:59:00.353193,,257,9865,running,cli,,ncs-internal-service-mux,write-start,,,,,,,,"write-start",
start,2023-04-24T17:59:00.353764,,257,9865,running,cli,,cdb,,,,,,,,,"match subscribers",
stop,2023-04-24T17:59:00.353897,0.000133,257,9865,running,cli,,cdb,,,,,,,,,"match subscribers",
start,2023-04-24T17:59:00.353991,,257,9865,running,cli,,cdb,,,,,,,,,"create pre commit running",
stop,2023-04-24T17:59:00.355907,0.001916,257,9865,running,cli,,cdb,,,,,,,,,"create pre commit running",
start,2023-04-24T17:59:00.355995,,257,9865,running,cli,,cdb,,,,,,,,,"write changeset",
stop,2023-04-24T17:59:00.358288,0.002293,257,9865,running,cli,,cdb,,,,,,,,,"write changeset",
start,2023-04-24T17:59:00.358462,,257,9865,running,cli,,,,,,,,,,,"check data kickers",
stop,2023-04-24T17:59:00.358649,0.000187,257,9865,running,cli,,,,,,,,,,,"check data kickers",
stop,2023-04-24T17:59:00.359283,0.006514,257,9865,running,cli,,,write-start,,,,,,,,"write-start",
start,2023-04-24T17:59:00.359357,,257,9865,running,cli,,,prepare,,,,,,,,"prepare",
info,2023-04-24T17:59:00.359473,,257,9865,running,cli,,cdb,prepare,,,,,,,,"prepare",
info,2023-04-24T17:59:00.363607,,257,9865,running,cli,,ncs-internal-device-mgr,prepare,,,,,,,,"prepare",
stop,2023-04-24T17:59:00.367377,0.008020,257,9865,running,cli,,,prepare,,,,,,,,"prepare",
start,2023-04-24T17:59:00.367449,,257,9865,running,cli,,,commit,,,,,,,,"commit",
info,2023-04-24T17:59:00.367532,,257,9865,running,cli,,cdb,commit,,,,,,,,"commit",
start,2023-04-24T17:59:00.367866,,257,9865,running,cli,,cdb,,,,,,,,,"switch to new running",
stop,2023-04-24T17:59:00.372460,0.004594,257,9865,running,cli,,cdb,,,,,,,,,"switch to new running",
info,2023-04-24T17:59:00.372624,,257,9865,running,cli,,cdb,,,,,,,,,"delivering commit subscription notifications at prio 1",
stop,2023-04-24T17:59:00.372968,1.107230,257,9872,running,cli,,,,,,,,ios9,show,cisco-ios-cli-6.77,"populating cdb",
stop,2023-04-24T17:59:00.373943,29.575411,257,9872,running,cli,,,,,,,,ios9,show,,"show",
